"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
58870.2544031311,-10.5318683052759
59026.771037182,-10.6080162286405
59183.2876712329,-10.6823393249755
59339.8043052838,-10.7547471363839
59496.3209393346,-10.8249790351539
59652.8375733855,-10.8936310857731
59809.3542074364,-10.9605842418778
59965.8708414873,-11.0263677450047
60122.3874755382,-11.0898353526933
60278.904109589,-11.1515276601269
60435.4207436399,-11.2118079741612
60591.9373776908,-11.2707109334751
60748.4540117417,-11.3287616013162
60904.9706457926,-11.3855819518459
61061.4872798435,-11.4413847991706
61218.0039138943,-11.4962024759501
61374.5205479452,-11.5498162923678
61531.0371819961,-11.6028888313327
61687.553816047,-11.6543909422635
61844.0704500979,-11.7053126263544
62000.5870841487,-11.755562665981
62157.1037181996,-11.8045945625115
62313.6203522505,-11.8534822595992
62470.1369863014,-11.9016307382465
62626.6536203523,-11.9485466544188
62783.1702544031,-11.9947110768289
62939.686888454,-12.0404294943025
63096.2035225049,-12.0857257953645
63252.7201565558,-12.1298979899688
63409.2367906067,-12.1737481952173
63565.7534246575,-12.2171921802293
63722.2700587084,-12.2599572428743
63878.7866927593,-12.3021741494989
64035.3033268102,-12.3439742974489
64191.8199608611,-12.3852450777283
64348.3365949119,-12.4258675544672
64504.8532289628,-12.4663323968629
64661.3698630137,-12.5064131015821
64817.8864970646,-12.5454313159979
64974.4031311155,-12.5843505799352
65130.9197651663,-12.6227618842084
65287.4363992172,-12.6610986005661
65443.9530332681,-12.6988452028618
65600.469667319,-12.7362663603666
65756.9863013699,-12.772991598025
65913.5029354208,-12.8097636102334
66070.0195694716,-12.8456457173024
66226.5362035225,-12.8818420655883
66383.0528375734,-12.9175891201891
66539.5694716243,-12.9529968440435
66696.0861056751,-12.987462358341
66852.602739726,-13.0221984882981
67009.1193737769,-13.0565631510691
67165.6360078278,-13.0908423071641
67322.1526418787,-13.125050237314
67478.6692759296,-13.1588487541221
67635.1859099804,-13.1923548900038
67791.7025440313,-13.2252312826721
67948.2191780822,-13.2581748147081
68104.7358121331,-13.2904068115406
68261.252446184,-13.3232539001518
68417.7690802348,-13.3556793667594
68574.2857142857,-13.3878394198218
68730.8023483366,-13.4196893915329
68887.3189823875,-13.4510951029073
69043.8356164384,-13.4823935382967
69200.3522504892,-13.51352914789
69356.8688845401,-13.5444129776912
69513.385518591,-13.5756269287361
69669.9021526419,-13.6059367381074
69826.4187866928,-13.6359931258145
69982.9354207436,-13.6665590133485
70139.4520547945,-13.6964303798468
70295.9686888454,-13.7247575010409
70452.4853228963,-13.7533406113892
70609.0019569472,-13.7819953184142
70765.5185909981,-13.8107226555212
70922.0352250489,-13.8392606689597
71078.5518590998,-13.8676991720903
71235.0684931507,-13.8956157706443
71391.5851272016,-13.9233015285623
71548.1017612525,-13.951032597719
71704.6183953033,-13.9785722929004
71861.1350293542,-14.0063612235308
72017.6516634051,-14.0334904423517
72174.168297456,-14.0615689345421
72330.6849315069,-14.0933106209057
72487.2015655577,-14.120488914791
72643.7181996086,-14.1474483477214
72800.2348336595,-14.1746082046875
72956.7514677104,-14.2016069368533
73113.2681017613,-14.2279299886433
73269.7847358121,-14.2545314430669
73426.301369863,-14.2809626894449
73582.8180039139,-14.3076970666838
73739.3346379648,-14.3339301849243
73895.8512720157,-14.3600980764224
74052.3679060665,-14.3861605761025
74208.8845401174,-14.411575068446
74365.4011741683,-14.4373308701343
74521.9178082192,-14.4628800109236
74678.4344422701,-14.4885148183029
74834.9510763209,-14.5137960492448
74991.4677103718,-14.5392628963247
75147.9843444227,-14.5641144668896
75304.5009784736,-14.5889998585537
75461.0176125245,-14.6139901702105
75617.5342465753,-14.6389604259633
75774.0508806262,-14.6639389536
75930.5675146771,-14.688363147598
76087.084148728,-14.7130259211734
76243.6007827789,-14.7372109346789
76400.1174168298,-14.7611908546881
76556.6340508806,-14.7859820485389
76713.1506849315,-14.8105351325274
76869.6673189824,-14.8344793989498
77026.1839530333,-14.858076688861
77182.7005870842,-14.8819687405204
77339.217221135,-14.9057920543237
77495.7338551859,-14.9296390154257
77652.2504892368,-14.9537673697201
77808.7671232877,-14.9771418768981
77965.2837573386,-15.0009907220924
78121.8003913894,-15.0247183699746
78278.3170254403,-15.0484048865045
78434.8336594912,-15.0719565521333
78591.3502935421,-15.0955825539019
78747.866927593,-15.118377967014
78904.3835616438,-15.1418903019458
79060.9001956947,-15.1641794669406
79217.4168297456,-15.1871112377954
79373.9334637965,-15.2099896266174
79530.4500978474,-15.2325927608118
79686.9667318982,-15.255344064434
79843.4833659491,-15.2777184942225
80000,-15.2999834488548

